address,description,image,location,number,seller,symbol,title,unit,url
Will T road,"1 bedroom apartment for rent
ready now
large garden
pets welcome within reason
watsapp 9229785",https://ecaytrade.com/sites/default/files/styles/ecaytrade_ad_grid/public/images/20/04/16/2075264.jpg,Bodden Town/Breakers,"1,300",Keirondavies31,$, 1 bedroom apartment,KYD,https://ecaytrade.com/cayman/real-estate/for-rent?page=73
Old Crewe Road,"Available. Large bedroom with ensuite, queen size bed, for rent in shared large 2Bed townhouse/apt with another expat couple. Kitchen downstairs and living room leads out to the 13metre pool.  Hurleys supermarket closeby.  400KYD all inclusive Weekly. Perfect location in South Sound, 200m from beach walk and 5min drive to Gtown. Ideal for new people to the island finding their feet in between leases or temporary visitors. WhatsApp +1 345 5470564 for more details. No children or pets.",,South Sound,400,richy316,$,"Short term. 1Bed WEEKLY RENTAL- SOUTH SOUND, 200M FROM BEACH AND 5MINS FROM G",KYD,https://ecaytrade.com/cayman/real-estate/for-rent?page=73
60 Tropical garden Road,"One bedroom for rent in a two bedroom 2.5 bathrooms. Sharing kitchen, ling room, dining room and back patio with two other persons.
Quiet complex with a pool area!
CI$800 plus CUC and Water. Internet included.  Looking for single professional with no pets.
One month Security deposit required ($800) payable in two sum
Tropical Garden Rd area, on a bus route, close to shops and town.
Whatsapp only + 13455172904",,Red Bay/Prospect,800,kyseller20,$,Room for rent,KYD,https://ecaytrade.com/cayman/real-estate/for-rent?page=73
Poinsettia,"Seven Mile Beach 2 bed / 2 bath rental - Available NOW until August.From this spacious, 1700 sq ft ground floor poolside unit walk right out to pristine Seven Mile Beach!- Conveniently located within walking distance to most amenities
- 2 bed / 2 bath
- 1700 sq ft
- Fully furnished with everything you could need
- Luxury fittings
- Large Pool
- Beach Cabana
- High-speed internet INCLUDEDAvailable NOW until August.
$CI 2500 per month plus utilities1 small pet allowed.Get in touch today for more info.
+1 345 917-5550
 RMLS # 364
Member of CIREBA",https://ecaytrade.com/sites/default/files/styles/ecaytrade_ad_grid/public/images/20/04/16/2075916.jpg,Seven Mile Beach,"2,500",Marco_IRG_RealEstate,$, Seven Mile Beach 2 bed/2 bath - Until August ,KYD,https://ecaytrade.com/cayman/real-estate/for-rent?page=73
"49 a Gresscott Lane,George Town, Grand Cayman","Roomate Looking to Share 2 Bedrooms that includes water & light
Partially furnished. 2 Girls in each room, $500.00 per person.
Located in the heart of George Town.  Please call Mr. Hodgson 322-29471st months rent and deposit required.",,George Town,,Winston.solomon,,"2 Bedroom Shared apartment for Rent, Light and water Incl",,https://ecaytrade.com/cayman/real-estate/for-rent?page=73
"697 West Bay Road, Seven Mile Beach","If you are looking for a spacious 2 Bed/2.5 Bathroom located on Seven Mile Beach, then this is a perfect condo for you. This condo is located at Lacovia and is in a great location on Seven Mile Beach that lets you easily access great amenities, shops and restaurants.The condo has 2 floors with the dining/living room, half bathroom, fully equipped kitchen,  full washer & dryer, and great patio overlooking the beach on the ground floor. On the 2nd floor there are  2 bedrooms and 2 bathrooms. The master bedroom has a king bed, ensuite bathroom, and private balcony overlooking the beach. The 2nd bedroom has two queen beds with the 2nd bathroom located right outside the door in the hallway.Amenities on property include: clubhouse/gym/game room, pool, hot tub, tennis court, wifi in unit and on the grounds, grill/BBQ, and parking spaces.Available for 6 month rental
Pets AllowedUSD $3200 per month plus utilitiesORUSD $3915 including all utilities (1 tv, internet, water, electricity)Contact Heather at  or 926-5188 for serious inquiries",https://ecaytrade.com/sites/default/files/styles/ecaytrade_ad_grid/public/images/20/04/16/2075781.png,Seven Mile Beach,"3,200",BeachHost,$, Beach Front 2 Bed 2.5 Bath Condo for Rent on Seven Mile Beach,USD,https://ecaytrade.com/cayman/real-estate/for-rent?page=73
218 andrew drive,"Newly renovated 3 bedrooms, 3 bathroom house with screened in patio and private BBQ area. this house you have to see to believe, we are renting on a monthly basis with a possibility for up to 6 months to register your interest or for questions please call or email me at 5256446
",https://ecaytrade.com/sites/default/files/styles/ecaytrade_ad_grid/public/images/20/04/17/2076422.jpeg,Seven Mile Beach Corridor,"3,000",mitchell davies_2,$, 3 bedroom 3 bathroom house available for rent ,KYD,https://ecaytrade.com/cayman/real-estate/for-rent?page=73
"Water Cay Rd.,Rum Point","Located right next door to the Kaibo Restaurant, this 2 Bed 2 Bath beach front condo truly is a slice of paradise.  Newly renovated with a beautiful island touch, this ground floor unit has direct access to the beach, and a stunning panoramic ocean view.The living/kitchen area is an open floor plan with a comfortable L shaped sectional with a pull out bed and all new furnishings. The kitchen countertop was mindfully crafted by the owner himself, fully stocked with all of the essential cookware.The master has a queen bed with a breath-taking view of the property's personal beach and its own bathroom with walk-in showers. The Second bedroom has two twin beds and matching furnishings, and its own bathroom with a walk-in shower. You can soak in the tranquility and sounds of the waves crashing on the shore as you dine on the screened in back patio. See further information below:Weekly Rate: CI$950
Cleaning fee per week: CI$175
Utilities includedMonthly Rate: CI$2,400
Cleaning fee: CI$275 (one during stay and one at month end.)
Utilities paid separatelyPlease contact us via our website on SE-PM.COM or via email at  for more details.",https://ecaytrade.com/sites/default/files/styles/ecaytrade_ad_grid/public/images/20/04/01/2063067.jpg,Rum Point/Kaibo,"2,400",SEPM,$,STARFISH PARADISE BEACHFRONT CONDO NOW AVAILABLE FOR WEEKLY OR MONTHLY RENTAL,KYD,https://ecaytrade.com/cayman/real-estate/for-rent?page=73
Viers Close,"Located in Patrick's Island along a tranquil canal waterfront, the Little Mermaid,
4 bed 3 bath residence is situated within a beautiful tropical setting.     The entire second floor of this turnkey property is available.    UTILITIES (Power, Water, Internet, Cable) INCLUDED, kayaks and 40' boat dock also included.   Wake up to a gorgeous view of the canal and ocean in the distance & relax on the wraparound balcony. For a little adventure, view fish & lobsters in the shallow water while exploring the canal using the kayaks & safety vests provided.    A private entrance-way & keypad access provide plenty of privacy in this quiet & relaxing neighborhood.      Parking space available for up to 4 cars.  The residence is just 10 minutes away from the grocery store, shops and entertainment.   CI$3950 monthly, 1-month deposit required and a pet deposit of $500 required. Contact:
Juliet Osbourne via Call or WhatsApp  @ 345-916-0500
or email   Member of CIREBA
RMLS#: 365",https://ecaytrade.com/sites/default/files/styles/ecaytrade_ad_grid/public/images/20/04/17/2076563.png,Red Bay/Prospect,"3,950",julietosbourne,$,"Little Mermaid, Patrick's Island - 4 bed 3 bath",KYD,https://ecaytrade.com/cayman/real-estate/for-rent?page=73
"Faith Ave,Newlands","2 bedroom, 1 bathroom apartment for only $1800 including utilitiesContact: 927-2404 or 324-3625",,Savannah/Newlands,"1,800",Wayne Reid,$,New 2 Bedroom Apartment $1800 all inclusive,KYD,https://ecaytrade.com/cayman/real-estate/for-rent?page=73
186 Andresen Road,"OCEAN FRONT CONDO – WEST BAY -Main floor open plan  & fully equipment kitchen with 2 door fridge with filtered water & ice maker dispenser, dishwasher, microwave plus stove/oven and various small appliances + washer & dryer  and main floor 2-pc bathroom.  2nd floor: 1 king bed with flat screen + 1 queen bed nok with closet space & 4-pc bathroom.  Living space comes with 48"" smart TV, blue tooth speaker, CD player + chargeable portable blue tooth.   Sliding doors to screen-in terrace overlooking ocean.  Enjoy beautiful ocean sunsets, chill on a hammock or lounger.   2 min. drive to Fosters & Jacques Scott's & pharmacy.    Available  month to month $1600 or weekly or bi-weekly:  rates based on # of persons
Email:  Whatsapp: 345-926-2019",https://ecaytrade.com/sites/default/files/styles/ecaytrade_ad_grid/public/images/20/04/17/2076693.jpg,West Bay,"1,600",SunFlower Cayman,$, Ocean Front Condo,KYD,https://ecaytrade.com/cayman/real-estate/for-rent?page=73
185 Andresen Road,"OCEAN FRONT CONDO – WB -  Main floor open plan  & fully equipment kitchen with 2 door fridge with filtered water & ice maker dispenser, dishwasher, microwave plus stove/oven and various small appliances + washer & dryer  and main floor 2-pc bathroom.  Living space comes with 48"" smart TV,  Apple TV and android box with TV channel APP, blue tooth speaker, CD player + chargeable portable blue tooth.   Sliding doors to screen-in terrace overlooking ocean.  2nd floor: 1 king bed with flat screen + 1 bed nok with closet space & 4-pc bathroom.  Enjoy beautiful ocean sunsets, chill on a hammock or lounger. Great place to 'keep the distance' without being confined indoors.  2 min. drive to Fosters & Jacques Scott's & pharmacy.    Available now month to month $1600 or weekly, bi-weekly.  Rates based on # of persons starting.
Email:  Whatsapp: 345-926-2019",https://ecaytrade.com/sites/default/files/styles/ecaytrade_ad_grid/public/images/20/04/17/2076752.jpg,West Bay,"1,600",SunFlower Cayman,$, Ocean Front Condo - short term or  month to month,KYD,https://ecaytrade.com/cayman/real-estate/for-rent?page=73
"Sand Dollar Lane,Cherry Tree Estates","Gorgeous Newly Built 4 Bed/3 Bath house located in the quiet area of Breakers. Enjoy the crisp cool ocean breeze from the comfort of your front patio while enjoying a cool beverage listening to peace and tranquility.This fully furnished house comes equipped with central a/c, front load side by side washer and dryer and more than enough space even for a large family. Spend time with your family in any of the two family rooms located within the house or have your own quiet time in the man-cave while watching your favorite sports or shows on the big screen TV.Fully equipped kitchen with breakfast and dining area. Office space as well. Huge Master Bedroom with ensuite equipped with jacuzzi tub, stand alone shower with rain-head shower and a custom closet.Offered at $4000.00 monthlyProfessional couples or a small family preferred/No Sharers.Contact Floyd at 929-8374 or via email: RLS# 326Proud Member of Cireba.",https://ecaytrade.com/sites/default/files/styles/ecaytrade_ad_grid/public/images/20/04/17/2076566.jpg,Bodden Town/Breakers,"4,000",EcaySeller6813,$,Sparrow's Lair 4 Bed/3 Bath,KYD,https://ecaytrade.com/cayman/real-estate/for-rent?page=73
